prior_id,assertion_id,parameter_family,distribution,parameters,estimate,estimate_without_journal,independent_groups,calibration_status,availability,rationale
PRIOR_XRE-A05_context_specific,XRE-A05,context_specific,categorical_annotation,"{""context_id"":""CTX_d7007697129ae70c""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A05_direction,XRE-A05,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_XRE-A05_effect_class,XRE-A05,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A05_existence,XRE-A05,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_XRE-A05_expression,XRE-A05,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A05_genetic_modifier,XRE-A05,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A05_human_transportability,XRE-A05,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A05_magnitude,XRE-A05,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A05_protein_availability,XRE-A05,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A05_temporal,XRE-A05,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A06_context_specific,XRE-A06,context_specific,categorical_annotation,"{""context_id"":""CTX_25bae4f7da8b8990""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A06_direction,XRE-A06,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_XRE-A06_effect_class,XRE-A06,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A06_existence,XRE-A06,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_XRE-A06_expression,XRE-A06,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A06_genetic_modifier,XRE-A06,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A06_human_transportability,XRE-A06,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A06_magnitude,XRE-A06,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A06_protein_availability,XRE-A06,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A06_temporal,XRE-A06,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A07_context_specific,XRE-A07,context_specific,categorical_annotation,"{""context_id"":""CTX_af12b47c69a05577""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A07_direction,XRE-A07,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_XRE-A07_effect_class,XRE-A07,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A07_existence,XRE-A07,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_XRE-A07_expression,XRE-A07,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A07_genetic_modifier,XRE-A07,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A07_human_transportability,XRE-A07,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A07_magnitude,XRE-A07,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A07_protein_availability,XRE-A07,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A07_temporal,XRE-A07,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A08_context_specific,XRE-A08,context_specific,categorical_annotation,"{""context_id"":""CTX_652915df3b2edcdf""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A08_direction,XRE-A08,direction,Dirichlet,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_XRE-A08_effect_class,XRE-A08,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A08_existence,XRE-A08,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_XRE-A08_expression,XRE-A08,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A08_genetic_modifier,XRE-A08,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A08_human_transportability,XRE-A08,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A08_magnitude,XRE-A08,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A08_protein_availability,XRE-A08,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A08_temporal,XRE-A08,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A09_context_specific,XRE-A09,context_specific,categorical_annotation,"{""context_id"":""CTX_8ca93c7e7cad3abd""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A09_direction,XRE-A09,direction,Dirichlet,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_XRE-A09_effect_class,XRE-A09,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A09_existence,XRE-A09,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_XRE-A09_expression,XRE-A09,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A09_genetic_modifier,XRE-A09,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A09_human_transportability,XRE-A09,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A09_magnitude,XRE-A09,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A09_protein_availability,XRE-A09,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A09_temporal,XRE-A09,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A10_context_specific,XRE-A10,context_specific,categorical_annotation,"{""context_id"":""CTX_b0b5203692457e4a""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A10_direction,XRE-A10,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A10_effect_class,XRE-A10,effect_class,categorical_annotation,"{""observed_direction"":""no_detectable_change""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_XRE-A10_existence,XRE-A10,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A10_expression,XRE-A10,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A10_genetic_modifier,XRE-A10,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_XRE-A10_human_transportability,XRE-A10,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
